NO,Tanggal_Match,Match_ID,Game_Rounds,Team_Name,Team_Side,Draft_Order,Is_Ban,Hero_ID,Hero_Name,Hero_Tipe,Hero_Role,Match_Outcome
609,5/9/2025,Match_20250509_34,34,MHD,Red,15,FALSE,197,Yixing,Mage,Mid_Lane,Red_Win
610,5/9/2025,Match_20250509_34,34,DMT,Blue,16,FALSE,108,Mozi,Mage,Roamer,Red_Win
611,5/9/2025,Match_20250509_34,34,DMT,Blue,17,FALSE,109,Daji,Mage,Mid_Lane,Red_Win
612,5/9/2025,Match_20250509_34,34,MHD,Red,18,FALSE,113,Zhuangzi,Support,Roamer,Red_Win
613,5/9/2025,Match_20250509_35,35,MHD,Blue,1,TRUE,564,Mayene,Fighter,Clash_Lane,Red_Win
614,5/9/2025,Match_20250509_35,35,DMT,Red,2,TRUE,157,Mai_Shiranui,Assasin,Mid_Lane,Red_Win
615,5/9/2025,Match_20250509_35,35,MHD,Blue,3,TRUE,134,Dharma,Fighter,Clash_Lane,Red_Win
616,5/9/2025,Match_20250509_35,35,DMT,Red,4,TRUE,199,Arli,Marksman,Farm_Lane,Red_Win
617,5/9/2025,Match_20250509_35,35,MHD,Blue,5,FALSE,179,Nuwa,Mage,Mid_Lane,Red_Win
618,5/9/2025,Match_20250509_35,35,DMT,Red,6,FALSE,519,Ao_Yin,Marksman,Farm_Lane,Red_Win
619,5/9/2025,Match_20250509_35,35,DMT,Red,7,FALSE,171,Zhang_Fei,Support,Roamer,Red_Win
620,5/9/2025,Match_20250509_35,35,MHD,Blue,8,FALSE,105,Lian_Po,Tank,Roamer,Red_Win
621,5/9/2025,Match_20250509_35,35,MHD,Blue,9,FALSE,510,Sun_Ce,Fighter,Clash_Lane,Red_Win
622,5/9/2025,Match_20250509_35,35,DMT,Red,10,FALSE,146,Luna,Fighter,Jungler,Red_Win
623,5/9/2025,Match_20250509_35,35,DMT,Red,11,TRUE,133,Di_Renjie,Marksman,Farm_Lane,Red_Win
624,5/9/2025,Match_20250509_35,35,MHD,Blue,12,TRUE,536,Charlotte,Fighter,Clash_Lane,Red_Win
625,5/9/2025,Match_20250509_35,35,DMT,Red,13,TRUE,502,Pei,Assasin,Jungler,Red_Win
626,5/9/2025,Match_20250509_35,35,MHD,Blue,14,TRUE,140,Guan_Yu,Fighter,Clash_Lane,Red_Win
627,5/9/2025,Match_20250509_35,35,DMT,Red,15,FALSE,127,Lady_Zhen,Mage,Mid_Lane,Red_Win
628,5/9/2025,Match_20250509_35,35,MHD,Blue,16,FALSE,132,Marco_Polo,Marksman,Farm_Lane,Red_Win
629,5/9/2025,Match_20250509_35,35,MHD,Blue,17,FALSE,542,Feyd,Assasin,Jungler,Red_Win
630,5/9/2025,Match_20250509_35,35,DMT,Red,18,FALSE,180,Nezha,Fighter,Clash_Lane,Red_Win
631,5/10/2025,Match_20250510_36,36,KAGE,Blue,1,TRUE,146,Luna,Fighter,Jungler,Blue_Win
632,5/10/2025,Match_20250510_36,36,VESA,Red,2,TRUE,171,Zhang_Fei,Support,Roamer,Blue_Win
633,5/10/2025,Match_20250510_36,36,KAGE,Blue,3,TRUE,134,Dharma,Fighter,Clash_Lane,Blue_Win
634,5/10/2025,Match_20250510_36,36,VESA,Red,4,TRUE,577,Dyadia,Support,Roamer,Blue_Win
635,5/10/2025,Match_20250510_36,36,KAGE,Blue,5,FALSE,157,Mai_Shiranui,Assasin,Mid_Lane,Blue_Win
636,5/10/2025,Match_20250510_36,36,VESA,Red,6,FALSE,199,Arli,Marksman,Farm_Lane,Blue_Win
637,5/10/2025,Match_20250510_36,36,VESA,Red,7,FALSE,105,Lian_Po,Tank,Roamer,Blue_Win
638,5/10/2025,Match_20250510_36,36,KAGE,Blue,8,FALSE,502,Pei,Assasin,Jungler,Blue_Win
639,5/10/2025,Match_20250510_36,36,KAGE,Blue,9,FALSE,503,Biron,Fighter,Clash_Lane,Blue_Win
640,5/10/2025,Match_20250510_36,36,VESA,Red,10,FALSE,130,Musashi,Fighter,Jungler,Blue_Win
641,5/10/2025,Match_20250510_36,36,VESA,Red,11,TRUE,519,Ao_Yin,Marksman,Farm_Lane,Blue_Win
642,5/10/2025,Match_20250510_36,36,KAGE,Blue,12,TRUE,197,Yixing,Mage,Mid_Lane,Blue_Win
643,5/10/2025,Match_20250510_36,36,VESA,Red,13,TRUE,133,Di_Renjie,Marksman,Farm_Lane,Blue_Win
644,5/10/2025,Match_20250510_36,36,KAGE,Blue,14,TRUE,179,Nuwa,Mage,Mid_Lane,Blue_Win
645,5/10/2025,Match_20250510_36,36,VESA,Red,15,FALSE,176,Yuhuan,Mage,Mid_Lane,Blue_Win
646,5/10/2025,Match_20250510_36,36,KAGE,Blue,16,FALSE,111,Lady_Sun,Marksman,Farm_Lane,Blue_Win
647,5/10/2025,Match_20250510_36,36,KAGE,Blue,17,FALSE,534,Sakeer,Support,Roamer,Blue_Win
648,5/10/2025,Match_20250510_36,36,VESA,Red,18,FALSE,564,Mayene,Fighter,Clash_Lane,Blue_Win
649,5/10/2025,Match_20250510_37,37,KAGE,Blue,1,TRUE,146,Luna,Fighter,Jungler,Red_Win
650,5/10/2025,Match_20250510_37,37,VESA,Red,2,TRUE,199,Arli,Marksman,Farm_Lane,Red_Win
651,5/10/2025,Match_20250510_37,37,KAGE,Blue,3,TRUE,502,Pei,Assasin,Jungler,Red_Win
652,5/10/2025,Match_20250510_37,37,VESA,Red,4,TRUE,134,Dharma,Fighter,Clash_Lane,Red_Win
653,5/10/2025,Match_20250510_37,37,KAGE,Blue,5,FALSE,519,Ao_Yin,Marksman,Farm_Lane,Red_Win
654,5/10/2025,Match_20250510_37,37,VESA,Red,6,FALSE,198,Menki,Fighter,Jungler,Red_Win
655,5/10/2025,Match_20250510_37,37,VESA,Red,7,FALSE,171,Zhang_Fei,Support,Roamer,Red_Win
656,5/10/2025,Match_20250510_37,37,KAGE,Blue,8,FALSE,197,Yixing,Mage,Mid_Lane,Red_Win
657,5/10/2025,Match_20250510_37,37,KAGE,Blue,9,FALSE,564,Mayene,Fighter,Clash_Lane,Red_Win
658,5/10/2025,Match_20250510_37,37,VESA,Red,10,FALSE,111,Lady_Sun,Marksman,Farm_Lane,Red_Win
659,5/10/2025,Match_20250510_37,37,VESA,Red,11,TRUE,105,Lian_Po,Tank,Clash_Lane,Red_Win
660,5/10/2025,Match_20250510_37,37,KAGE,Blue,12,TRUE,563,Heino,Mage,Mid_Lane,Red_Win
661,5/10/2025,Match_20250510_37,37,VESA,Red,13,TRUE,533,Agudo,Marksman,Jungler,Red_Win
662,5/10/2025,Match_20250510_37,37,KAGE,Blue,14,TRUE,157,Mai_Shiranui,Assasin,Mid_Lane,Red_Win
663,5/10/2025,Match_20250510_37,37,VESA,Red,15,FALSE,523,Shi,Mage,Mid_Lane,Red_Win
664,5/10/2025,Match_20250510_37,37,KAGE,Blue,16,FALSE,129,Dian_Wei,Fighter,Jungler,Red_Win
665,5/10/2025,Match_20250510_37,37,KAGE,Blue,17,FALSE,191,Da_Qiao,Support,Roamer,Red_Win
666,5/10/2025,Match_20250510_37,37,VESA,Red,18,FALSE,517,Augran,Fighter,Clash_Lane,Red_Win
667,5/10/2025,Match_20250510_38,38,KAGE,Blue,1,TRUE,146,Luna,Fighter,Jungler,Blue_Win
668,5/10/2025,Match_20250510_38,38,VESA,Red,2,TRUE,199,Arli,Marksman,Farm_Lane,Blue_Win
669,5/10/2025,Match_20250510_38,38,KAGE,Blue,3,TRUE,502,Pei,Assasin,Jungler,Blue_Win
670,5/10/2025,Match_20250510_38,38,VESA,Red,4,TRUE,134,Dharma,Fighter,Clash_Lane,Blue_Win
671,5/10/2025,Match_20250510_38,38,KAGE,Blue,5,FALSE,177,Chano,Marksman,Farm_Lane,Blue_Win
672,5/10/2025,Match_20250510_38,38,VESA,Red,6,FALSE,519,Ao_Yin,Marksman,Farm_Lane,Blue_Win
673,5/10/2025,Match_20250510_38,38,VESA,Red,7,FALSE,577,Dyadia,Support,Roamer,Blue_Win
674,5/10/2025,Match_20250510_38,38,KAGE,Blue,8,FALSE,510,Sun_Ce,Fighter,Clash_Lane,Blue_Win
675,5/10/2025,Match_20250510_38,38,KAGE,Blue,9,FALSE,179,Nuwa,Mage,Mid_Lane,Blue_Win
676,5/10/2025,Match_20250510_38,38,VESA,Red,10,FALSE,197,Yixing,Mage,Mid_Lane,Blue_Win
677,5/10/2025,Match_20250510_38,38,VESA,Red,11,TRUE,198,Menki,Fighter,Jungler,Blue_Win
678,5/10/2025,Match_20250510_38,38,KAGE,Blue,12,TRUE,149,Liu_Bang,Tank,Clash_Lane,Blue_Win
679,5/10/2025,Match_20250510_38,38,VESA,Red,13,TRUE,171,Zhang_Fei,Support,Roamer,Blue_Win
680,5/10/2025,Match_20250510_38,38,KAGE,Blue,14,TRUE,528,Lam,Assasin,Jungler,Blue_Win
681,5/10/2025,Match_20250510_38,38,VESA,Red,15,FALSE,126,Dun,Tank,Jungler,Blue_Win
682,5/10/2025,Match_20250510_38,38,KAGE,Blue,16,FALSE,533,Agudo,Marksman,Jungler,Blue_Win
683,5/10/2025,Match_20250510_38,38,KAGE,Blue,17,FALSE,105,Lian_Po,Tank,Roamer,Blue_Win
684,5/10/2025,Match_20250510_38,38,VESA,Red,18,FALSE,120,Bai_Qi,Tank,Clash_Lane,Blue_Win
685,5/10/2025,Match_20250510_39,39,NMSS,Blue,1,TRUE,134,Dharma,Fighter,Clash_Lane,Red_Win
686,5/10/2025,Match_20250510_39,39,BTR,Red,2,TRUE,157,Mai_Shiranui,Assasin,Mid_Lane,Red_Win
687,5/10/2025,Match_20250510_39,39,NMSS,Blue,3,TRUE,133,Di_Renjie,Marksman,Farm_Lane,Red_Win
688,5/10/2025,Match_20250510_39,39,BTR,Red,4,TRUE,199,Arli,Marksman,Farm_Lane,Red_Win
689,5/10/2025,Match_20250510_39,39,NMSS,Blue,5,FALSE,171,Zhang_Fei,Support,Roamer,Red_Win
690,5/10/2025,Match_20250510_39,39,BTR,Red,6,FALSE,519,Ao_Yin,Marksman,Farm_Lane,Red_Win
691,5/10/2025,Match_20250510_39,39,BTR,Red,7,FALSE,564,Mayene,Fighter,Clash_Lane,Red_Win
692,5/10/2025,Match_20250510_39,39,NMSS,Blue,8,FALSE,197,Yixing,Mage,Mid_Lane,Red_Win
693,5/10/2025,Match_20250510_39,39,NMSS,Blue,9,FALSE,177,Chano,Marksman,Farm_Lane,Red_Win
694,5/10/2025,Match_20250510_39,39,BTR,Red,10,FALSE,146,Luna,Fighter,Jungler,Red_Win
695,5/10/2025,Match_20250510_39,39,BTR,Red,11,TRUE,130,Musashi,Fighter,Jungler,Red_Win
696,5/10/2025,Match_20250510_39,39,NMSS,Blue,12,TRUE,108,Mozi,Mage,Mid_Lane,Red_Win
697,5/10/2025,Match_20250510_39,39,BTR,Red,13,TRUE,517,Augran,Fighter,Jungler,Red_Win
698,5/10/2025,Match_20250510_39,39,NMSS,Blue,14,TRUE,577,Dyadia,Support,Roamer,Red_Win
699,5/10/2025,Match_20250510_39,39,BTR,Red,15,FALSE,105,Lian_Po,Tank,Roamer,Red_Win
700,5/10/2025,Match_20250510_39,39,NMSS,Blue,16,FALSE,502,Pei,Assasin,Jungler,Red_Win
701,5/10/2025,Match_20250510_39,39,NMSS,Blue,17,FALSE,166,Arthur,Fighter,Clash_Lane,Red_Win
702,5/10/2025,Match_20250510_39,39,BTR,Red,18,FALSE,127,Lady_Zhen,Mage,Mid_Lane,Red_Win
703,5/10/2025,Match_20250510_40,40,NMSS,Blue,1,TRUE,171,Zhang_Fei,Support,Roamer,Red_Win
704,5/10/2025,Match_20250510_40,40,BTR,Red,2,TRUE,157,Mai_Shiranui,Assasin,Mid_Lane,Red_Win
705,5/10/2025,Match_20250510_40,40,NMSS,Blue,3,TRUE,159,Dolia,Support,Roamer,Red_Win
706,5/10/2025,Match_20250510_40,40,BTR,Red,4,TRUE,146,Luna,Fighter,Jungler,Red_Win
707,5/10/2025,Match_20250510_40,40,NMSS,Blue,5,FALSE,134,Dharma,Fighter,Clash_Lane,Red_Win
708,5/10/2025,Match_20250510_40,40,BTR,Red,6,FALSE,199,Arli,Marksman,Farm_Lane,Red_Win
709,5/10/2025,Match_20250510_40,40,BTR,Red,7,FALSE,577,Dyadia,Support,Roamer,Red_Win
710,5/10/2025,Match_20250510_40,40,NMSS,Blue,8,FALSE,133,Di_Renjie,Marksman,Farm_Lane,Red_Win
711,5/10/2025,Match_20250510_40,40,NMSS,Blue,9,FALSE,517,Augran,Fighter,Jungler,Red_Win
712,5/10/2025,Match_20250510_40,40,BTR,Red,10,FALSE,533,Agudo,Marksman,Jungler,Red_Win
713,5/10/2025,Match_20250510_40,40,BTR,Red,11,TRUE,179,Nuwa,Mage,Mid_Lane,Red_Win
714,5/10/2025,Match_20250510_40,40,NMSS,Blue,12,TRUE,182,Gan_And_Mo,Mage,Mid_Lane,Red_Win
715,5/10/2025,Match_20250510_40,40,BTR,Red,13,TRUE,127,Lady_Zhen,Mage,Mid_Lane,Red_Win
716,5/10/2025,Match_20250510_40,40,NMSS,Blue,14,TRUE,140,Guan_Yu,Fighter,Clash_Lane,Red_Win
717,5/10/2025,Match_20250510_40,40,BTR,Red,15,FALSE,152,Wang_Zhaojun,Mage,Mid_Lane,Red_Win
718,5/10/2025,Match_20250510_40,40,NMSS,Blue,16,FALSE,534,Sakeer,Support,Roamer,Red_Win
719,5/10/2025,Match_20250510_40,40,NMSS,Blue,17,FALSE,563,Heino,Mage,Mid_Lane,Red_Win
720,5/10/2025,Match_20250510_40,40,BTR,Red,18,FALSE,514,Allain,Fighter,Clash_Lane,Red_Win
721,5/10/2025,Match_20250510_41,41,AE,Blue,1,TRUE,176,Yuhuan,Mage,Mid_Lane,Red_Win
722,5/10/2025,Match_20250510_41,41,ONIC,Red,2,TRUE,157,Mai_Shiranui,Assasin,Mid_Lane,Red_Win
723,5/10/2025,Match_20250510_41,41,AE,Blue,3,TRUE,502,Pei,Assasin,Jungler,Red_Win
724,5/10/2025,Match_20250510_41,41,ONIC,Red,4,TRUE,134,Dharma,Fighter,Clash_Lane,Red_Win
725,5/10/2025,Match_20250510_41,41,AE,Blue,5,FALSE,199,Arli,Marksman,Farm_Lane,Red_Win
726,5/10/2025,Match_20250510_41,41,ONIC,Red,6,FALSE,564,Mayene,Fighter,Clash_Lane,Red_Win
727,5/10/2025,Match_20250510_41,41,ONIC,Red,7,FALSE,171,Zhang_Fei,Support,Roamer,Red_Win
728,5/10/2025,Match_20250510_41,41,AE,Blue,8,FALSE,159,Dolia,Support,Roamer,Red_Win
729,5/10/2025,Match_20250510_41,41,AE,Blue,9,FALSE,514,Allain,Fighter,Clash_Lane,Red_Win
730,5/10/2025,Match_20250510_41,41,ONIC,Red,10,FALSE,146,Luna,Fighter,Jungler,Red_Win
731,5/10/2025,Match_20250510_41,41,ONIC,Red,11,TRUE,120,Bai_Qi,Tank,Clash_Lane,Red_Win
732,5/10/2025,Match_20250510_41,41,AE,Blue,12,TRUE,197,Yixing,Mage,Mid_Lane,Red_Win
733,5/10/2025,Match_20250510_41,41,ONIC,Red,13,TRUE,126,Dun,Tank,Clash_Lane,Red_Win
734,5/10/2025,Match_20250510_41,41,AE,Blue,14,TRUE,127,Lady_Zhen,Mage,Mid_Lane,Red_Win
735,5/10/2025,Match_20250510_41,41,ONIC,Red,15,FALSE,179,Nuwa,Mage,Mid_Lane,Red_Win
736,5/10/2025,Match_20250510_41,41,AE,Blue,16,FALSE,198,Menki,Fighter,Jungler,Red_Win
737,5/10/2025,Match_20250510_41,41,AE,Blue,17,FALSE,182,Gan_And_Mo,Mage,Mid_Lane,Red_Win
738,5/10/2025,Match_20250510_41,41,ONIC,Red,18,FALSE,196,Shouyue,Marksman,Farm_Lane,Red_Win
739,5/10/2025,Match_20250510_42,42,ONIC,Blue,1,TRUE,564,Mayene,Fighter,Clash_Lane,Blue_Win
740,5/10/2025,Match_20250510_42,42,AE,Red,2,TRUE,157,Mai_Shiranui,Assasin,Mid_Lane,Blue_Win
741,5/10/2025,Match_20250510_42,42,ONIC,Blue,3,TRUE,179,Nuwa,Mage,Mid_Lane,Blue_Win
742,5/10/2025,Match_20250510_42,42,AE,Red,4,TRUE,502,Pei,Assasin,Jungler,Blue_Win
743,5/10/2025,Match_20250510_42,42,ONIC,Blue,5,FALSE,134,Dharma,Fighter,Clash_Lane,Blue_Win
744,5/10/2025,Match_20250510_42,42,AE,Red,6,FALSE,133,Di_Renjie,Marksman,Farm_Lane,Blue_Win
745,5/10/2025,Match_20250510_42,42,AE,Red,7,FALSE,149,Liu_Bang,Tank,Clash_Lane,Blue_Win
746,5/10/2025,Match_20250510_42,42,ONIC,Blue,8,FALSE,127,Lady_Zhen,Mage,Mid_Lane,Blue_Win
747,5/10/2025,Match_20250510_42,42,ONIC,Blue,9,FALSE,519,Ao_Yin,Marksman,Farm_Lane,Blue_Win
748,5/10/2025,Match_20250510_42,42,AE,Red,10,FALSE,105,Lian_Po,Tank,Roamer,Blue_Win
749,5/10/2025,Match_20250510_42,42,AE,Red,11,TRUE,176,Yuhuan,Mage,Mid_Lane,Blue_Win
750,5/10/2025,Match_20250510_42,42,ONIC,Blue,12,TRUE,146,Luna,Fighter,Jungler,Blue_Win
751,5/10/2025,Match_20250510_42,42,AE,Red,13,TRUE,159,Dolia,Support,Roamer,Blue_Win
752,5/10/2025,Match_20250510_42,42,ONIC,Blue,14,TRUE,130,Musashi,Fighter,Jungler,Blue_Win
753,5/10/2025,Match_20250510_42,42,AE,Red,15,FALSE,517,Augran,Fighter,Jungler,Blue_Win
754,5/10/2025,Match_20250510_42,42,ONIC,Blue,16,FALSE,198,Menki,Fighter,Jungler,Blue_Win
755,5/10/2025,Match_20250510_42,42,ONIC,Blue,17,FALSE,534,Sakeer,Support,Roamer,Blue_Win
756,5/10/2025,Match_20250510_42,42,AE,Red,18,FALSE,197,Yixing,Mage,Mid_Lane,Blue_Win
757,5/10/2025,Match_20250510_43,43,RRQ,Blue,1,TRUE,146,Luna,Fighter,Jungler,Blue_Win
758,5/10/2025,Match_20250510_43,43,MHD,Red,2,TRUE,157,Mai_Shiranui,Assasin,Mid_Lane,Blue_Win
759,5/10/2025,Match_20250510_43,43,RRQ,Blue,3,TRUE,108,Mozi,Mage,Mid_Lane,Blue_Win
760,5/10/2025,Match_20250510_43,43,MHD,Red,4,TRUE,519,Ao_Yin,Marksman,Farm_Lane,Blue_Win
761,5/10/2025,Match_20250510_43,43,RRQ,Blue,5,FALSE,199,Arli,Marksman,Farm_Lane,Blue_Win
762,5/10/2025,Match_20250510_43,43,MHD,Red,6,FALSE,134,Dharma,Fighter,Clash_Lane,Blue_Win
763,5/10/2025,Match_20250510_43,43,MHD,Red,7,FALSE,171,Zhang_Fei,Support,Roamer,Blue_Win
764,5/10/2025,Match_20250510_43,43,RRQ,Blue,8,FALSE,113,Zhuangzi,Support,Roamer,Blue_Win
765,5/10/2025,Match_20250510_43,43,RRQ,Blue,9,FALSE,503,Biron,Fighter,Clash_Lane,Blue_Win
766,5/10/2025,Match_20250510_43,43,MHD,Red,10,FALSE,177,Chano,Marksman,Farm_Lane,Blue_Win
767,5/10/2025,Match_20250510_43,43,MHD,Red,11,TRUE,198,Menki,Fighter,Jungler,Blue_Win
768,5/10/2025,Match_20250510_43,43,RRQ,Blue,12,TRUE,182,Gan_And_Mo,Mage,Mid_Lane,Blue_Win
769,5/10/2025,Match_20250510_43,43,MHD,Red,13,TRUE,531,Jing,Assasin,Jungler,Blue_Win
770,5/10/2025,Match_20250510_43,43,RRQ,Blue,14,TRUE,179,Nuwa,Mage,Mid_Lane,Blue_Win
771,5/10/2025,Match_20250510_43,43,MHD,Red,15,FALSE,502,Pei,Assasin,Jungler,Blue_Win
772,5/10/2025,Match_20250510_43,43,RRQ,Blue,16,FALSE,517,Augran,Fighter,Jungler,Blue_Win
773,5/10/2025,Match_20250510_43,43,RRQ,Blue,17,FALSE,127,Lady_Zhen,Mage,Mid_Lane,Blue_Win
774,5/10/2025,Match_20250510_43,43,MHD,Red,18,FALSE,176,Yuhuan,Mage,Mid_Lane,Blue_Win
775,5/10/2025,Match_20250510_44,44,MHD,Blue,1,TRUE,171,Zhang_Fei,Support,Roamer,Red_Win
776,5/10/2025,Match_20250510_44,44,RRQ,Red,2,TRUE,146,Luna,Fighter,Jungler,Red_Win
777,5/10/2025,Match_20250510_44,44,MHD,Blue,3,TRUE,134,Dharma,Fighter,Clash_Lane,Red_Win
778,5/10/2025,Match_20250510_44,44,RRQ,Red,4,TRUE,199,Arli,Marksman,Farm_Lane,Red_Win
779,5/10/2025,Match_20250510_44,44,MHD,Blue,5,FALSE,157,Mai_Shiranui,Assasin,Mid_Lane,Red_Win
780,5/10/2025,Match_20250510_44,44,RRQ,Red,6,FALSE,198,Menki,Fighter,Jungler,Red_Win
781,5/10/2025,Match_20250510_44,44,RRQ,Red,7,FALSE,159,Dolia,Support,Roamer,Red_Win
782,5/10/2025,Match_20250510_44,44,MHD,Blue,8,FALSE,108,Mozi,Mage,Roamer,Red_Win
783,5/10/2025,Match_20250510_44,44,MHD,Blue,9,FALSE,519,Ao_Yin,Marksman,Farm_Lane,Red_Win
784,5/10/2025,Match_20250510_44,44,RRQ,Red,10,FALSE,514,Allain,Fighter,Clash_Lane,Red_Win
785,5/10/2025,Match_20250510_44,44,RRQ,Red,11,TRUE,536,Charlotte,Fighter,Clash_Lane,Red_Win
786,5/10/2025,Match_20250510_44,44,MHD,Blue,12,TRUE,179,Nuwa,Mage,Mid_Lane,Red_Win
787,5/10/2025,Match_20250510_44,44,RRQ,Red,13,TRUE,140,Guan_Yu,Fighter,Clash_Lane,Red_Win
788,5/10/2025,Match_20250510_44,44,MHD,Blue,14,TRUE,197,Yixing,Mage,Mid_Lane,Red_Win
789,5/10/2025,Match_20250510_44,44,RRQ,Red,15,FALSE,177,Chano,Marksman,Farm_Lane,Red_Win
790,5/10/2025,Match_20250510_44,44,MHD,Blue,16,FALSE,149,Liu_Bang,Tank,Clash_Lane,Red_Win
791,5/10/2025,Match_20250510_44,44,MHD,Blue,17,FALSE,528,Lam,Assasin,Jungler,Red_Win
792,5/10/2025,Match_20250510_44,44,RRQ,Red,18,FALSE,152,Wang_Zhaojun,Mage,Mid_Lane,Red_Win
793,5/11/2025,Match_20250511_45,45,AE,Blue,1,TRUE,199,Arli,Marksman,Farm_Lane,Blue_Win
794,5/11/2025,Match_20250511_45,45,VESA,Red,2,TRUE,134,Dharma,Fighter,Clash_Lane,Blue_Win
795,5/11/2025,Match_20250511_45,45,AE,Blue,3,TRUE,198,Menki,Fighter,Jungler,Blue_Win
796,5/11/2025,Match_20250511_45,45,VESA,Red,4,TRUE,157,Mai_Shiranui,Assasin,Mid_Lane,Blue_Win
797,5/11/2025,Match_20250511_45,45,AE,Blue,5,FALSE,159,Dolia,Support,Roamer,Blue_Win
798,5/11/2025,Match_20250511_45,45,VESA,Red,6,FALSE,519,Ao_Yin,Marksman,Farm_Lane,Blue_Win
799,5/11/2025,Match_20250511_45,45,VESA,Red,7,FALSE,171,Zhang_Fei,Support,Roamer,Blue_Win
800,5/11/2025,Match_20250511_45,45,AE,Blue,8,FALSE,120,Bai_Qi,Tank,Jungler,Blue_Win
801,5/11/2025,Match_20250511_45,45,AE,Blue,9,FALSE,514,Allain,Fighter,Clash_Lane,Blue_Win
802,5/11/2025,Match_20250511_45,45,VESA,Red,10,FALSE,146,Luna,Fighter,Jungler,Blue_Win
803,5/11/2025,Match_20250511_45,45,VESA,Red,11,TRUE,133,Di_Renjie,Marksman,Farm_Lane,Blue_Win
804,5/11/2025,Match_20250511_45,45,AE,Blue,12,TRUE,176,Yuhuan,Mage,Mid_Lane,Blue_Win
805,5/11/2025,Match_20250511_45,45,VESA,Red,13,TRUE,169,Hou_Yi,Marksman,Farm_Lane,Blue_Win
806,5/11/2025,Match_20250511_45,45,AE,Blue,14,TRUE,503,Biron,Fighter,Clash_Lane,Blue_Win
807,5/11/2025,Match_20250511_45,45,VESA,Red,15,FALSE,127,Lady_Zhen,Mage,Mid_Lane,Blue_Win
808,5/11/2025,Match_20250511_45,45,AE,Blue,16,FALSE,197,Yixing,Mage,Mid_Lane,Blue_Win
809,5/11/2025,Match_20250511_45,45,AE,Blue,17,FALSE,132,Marco_Polo,Marksman,Farm_Lane,Blue_Win
810,5/11/2025,Match_20250511_45,45,VESA,Red,18,FALSE,517,Augran,Fighter,Clash_Lane,Blue_Win
811,5/11/2025,Match_20250511_46,46,VESA,Blue,1,TRUE,171,Zhang_Fei,Support,Roamer,Red_Win
812,5/11/2025,Match_20250511_46,46,AE,Red,2,TRUE,157,Mai_Shiranui,Assasin,Mid_Lane,Red_Win
813,5/11/2025,Match_20250511_46,46,VESA,Blue,3,TRUE,146,Luna,Fighter,Jungler,Red_Win
814,5/11/2025,Match_20250511_46,46,AE,Red,4,TRUE,198,Menki,Fighter,Jungler,Red_Win
815,5/11/2025,Match_20250511_46,46,VESA,Blue,5,FALSE,134,Dharma,Fighter,Clash_Lane,Red_Win
816,5/11/2025,Match_20250511_46,46,AE,Red,6,FALSE,519,Ao_Yin,Marksman,Farm_Lane,Red_Win
817,5/11/2025,Match_20250511_46,46,AE,Red,7,FALSE,176,Yuhuan,Mage,Roamer,Red_Win
818,5/11/2025,Match_20250511_46,46,VESA,Blue,8,FALSE,105,Lian_Po,Tank,Roamer,Red_Win
819,5/11/2025,Match_20250511_46,46,VESA,Blue,9,FALSE,199,Arli,Marksman,Farm_Lane,Red_Win
820,5/11/2025,Match_20250511_46,46,AE,Red,10,FALSE,149,Liu_Bang,Tank,Clash_Lane,Red_Win
821,5/11/2025,Match_20250511_46,46,AE,Red,11,TRUE,197,Yixing,Mage,Mid_Lane,Red_Win
822,5/11/2025,Match_20250511_46,46,VESA,Blue,12,TRUE,180,Nezha,Fighter,Clash_Lane,Red_Win
823,5/11/2025,Match_20250511_46,46,AE,Red,13,TRUE,502,Pei,Assasin,Jungler,Red_Win
824,5/11/2025,Match_20250511_46,46,VESA,Blue,14,TRUE,130,Musashi,Fighter,Jungler,Red_Win
825,5/11/2025,Match_20250511_46,46,AE,Red,15,FALSE,528,Lam,Assasin,Jungler,Red_Win
826,5/11/2025,Match_20250511_46,46,VESA,Blue,16,FALSE,183,Athena,Fighter,Jungler,Red_Win
827,5/11/2025,Match_20250511_46,46,VESA,Blue,17,FALSE,179,Nuwa,Mage,Mid_Lane,Red_Win
828,5/11/2025,Match_20250511_46,46,AE,Red,18,FALSE,563,Heino,Mage,Mid_Lane,Red_Win
829,5/11/2025,Match_20250511_47,47,DMT,Blue,1,TRUE,134,Dharma,Fighter,Clash_Lane,Blue_Win
830,5/11/2025,Match_20250511_47,47,BTR,Red,2,TRUE,157,Mai_Shiranui,Assasin,Mid_Lane,Blue_Win
831,5/11/2025,Match_20250511_47,47,DMT,Blue,3,TRUE,171,Zhang_Fei,Support,Roamer,Blue_Win
832,5/11/2025,Match_20250511_47,47,BTR,Red,4,TRUE,199,Arli,Marksman,Farm_Lane,Blue_Win
833,5/11/2025,Match_20250511_47,47,DMT,Blue,5,FALSE,146,Luna,Fighter,Jungler,Blue_Win
834,5/11/2025,Match_20250511_47,47,BTR,Red,6,FALSE,519,Ao_Yin,Marksman,Farm_Lane,Blue_Win
835,5/11/2025,Match_20250511_47,47,BTR,Red,7,FALSE,152,Wang_Zhaojun,Mage,Mid_Lane,Blue_Win
836,5/11/2025,Match_20250511_47,47,DMT,Blue,8,FALSE,105,Lian_Po,Tank,Roamer,Blue_Win
837,5/11/2025,Match_20250511_47,47,DMT,Blue,9,FALSE,197,Yixing,Mage,Mid_Lane,Blue_Win
